date,hour,day,sales,week
2020-03-05,15,Thursday,1,10
2020-03-05,16,Thursday,3,10
2020-03-05,17,Thursday,0,10
2020-03-05,18,Thursday,1,10
2020-03-05,19,Thursday,1,10
2020-03-05,20,Thursday,0,10
2020-03-06,9,Friday,0,10
2020-03-06,10,Friday,1,10
2020-03-06,11,Friday,1,10
2020-03-06,12,Friday,1,10
2020-03-06,13,Friday,3,10
2020-03-06,14,Friday,1,10
2020-03-06,15,Friday,1,10
2020-03-06,16,Friday,1,10
2020-03-06,17,Friday,2,10
2020-03-06,18,Friday,0,10
2020-03-06,19,Friday,1,10
2020-03-06,20,Friday,3,10
2020-03-07,9,Saturday,0,10
2020-03-07,10,Saturday,1,10
2020-03-07,11,Saturday,1,10
2020-03-07,12,Saturday,1,10
2020-03-07,13,Saturday,3,10
2020-03-07,14,Saturday,1,10
2020-03-07,15,Saturday,1,10
2020-03-07,16,Saturday,1,10
2020-03-07,17,Saturday,1,10
2020-03-07,18,Saturday,1,10
2020-03-07,19,Saturday,1,10
2020-03-07,20,Saturday,0,10
2020-03-08,9,Sunday,0,10
2020-03-08,10,Sunday,1,10
2020-03-08,11,Sunday,7,10
2020-03-08,12,Sunday,0,10
2020-03-08,13,Sunday,1,10
2020-03-08,14,Sunday,0,10
2020-03-08,15,Sunday,1,10
2020-03-08,16,Sunday,1,10
2020-03-08,17,Sunday,3,10
2020-03-08,18,Sunday,0,10
2020-03-08,19,Sunday,0,10
2020-03-08,20,Sunday,0,10
2020-03-09,9,Monday,1,10
2020-03-09,10,Monday,1,10
2020-03-09,11,Monday,3,10
2020-03-09,12,Monday,1,10
2020-03-09,13,Monday,1,10
2020-03-09,14,Monday,1,10
2020-03-09,15,Monday,1,10
2020-03-09,16,Monday,1,10
2020-03-09,17,Monday,1,10
2020-03-09,18,Monday,0,10
2020-03-09,19,Monday,1,10
2020-03-09,20,Monday,0,10
2020-03-10,9,Tuesday,0,10
2020-03-10,10,Tuesday,1,10
2020-03-10,11,Tuesday,1,10
2020-03-10,12,Tuesday,1,10
2020-03-10,13,Tuesday,1,10
2020-03-10,14,Tuesday,0,10
2020-03-10,15,Tuesday,1,10
2020-03-10,16,Tuesday,1,10
2020-03-10,17,Tuesday,3,10
2020-03-10,18,Tuesday,0,10
2020-03-10,19,Tuesday,0,10
2020-03-10,20,Tuesday,0,10
2020-03-11,9,Wednesday,1,11
2020-03-11,10,Wednesday,3,11
2020-03-11,11,Wednesday,1,11
2020-03-11,12,Wednesday,1,11
2020-03-11,13,Wednesday,0,11
2020-03-11,14,Wednesday,1,11
2020-03-11,15,Wednesday,1,11
2020-03-11,16,Wednesday,1,11
2020-03-11,17,Wednesday,1,11
2020-03-11,18,Wednesday,0,11
2020-03-11,19,Wednesday,0,11
2020-03-11,20,Wednesday,0,11
2020-03-12,9,Thursday,0,11
2020-03-12,10,Thursday,1,11
2020-03-12,11,Thursday,1,11
2020-03-12,12,Thursday,1,11
2020-03-12,13,Thursday,0,11
2020-03-12,14,Thursday,0,11
2020-03-12,15,Thursday,0,11
2020-03-12,16,Thursday,0,11
2020-03-12,17,Thursday,0,11
2020-03-12,18,Thursday,1,11
2020-03-12,19,Thursday,2,11
2020-03-12,20,Thursday,0,11
2020-03-13,9,Friday,0,11
2020-03-13,10,Friday,0,11
2020-03-13,11,Friday,3,11
2020-03-13,12,Friday,1,11
2020-03-13,13,Friday,0,11
2020-03-13,14,Friday,3,11
2020-03-13,15,Friday,1,11
2020-03-13,16,Friday,2,11
2020-03-13,17,Friday,1,11
2020-03-13,18,Friday,3,11
2020-03-13,19,Friday,0,11
2020-03-13,20,Friday,0,11
2020-03-14,9,Saturday,0,11
2020-03-14,10,Saturday,0,11
2020-03-14,11,Saturday,1,11
2020-03-14,12,Saturday,1,11
2020-03-14,13,Saturday,0,11
2020-03-14,14,Saturday,1,11
2020-03-14,15,Saturday,1,11
2020-03-14,16,Saturday,1,11
2020-03-14,17,Saturday,1,11
2020-03-14,18,Saturday,0,11
2020-03-14,19,Saturday,1,11
2020-03-14,20,Saturday,1,11
2020-03-15,9,Sunday,0,11
2020-03-15,10,Sunday,1,11
2020-03-15,11,Sunday,0,11
2020-03-15,12,Sunday,1,11
2020-03-15,13,Sunday,0,11
2020-03-15,14,Sunday,1,11
2020-03-15,15,Sunday,1,11
2020-03-15,16,Sunday,3,11
2020-03-15,17,Sunday,0,11
2020-03-15,18,Sunday,0,11
2020-03-15,19,Sunday,0,11
2020-03-15,20,Sunday,0,11
2020-03-16,9,Monday,0,11
2020-03-16,10,Monday,1,11
2020-03-16,11,Monday,3,11
2020-03-16,12,Monday,1,11
2020-03-16,13,Monday,1,11
2020-03-16,14,Monday,2,11
2020-03-16,15,Monday,1,11
2020-03-16,16,Monday,1,11
2020-03-16,17,Monday,0,11
2020-03-16,18,Monday,1,11
2020-03-16,19,Monday,0,11
2020-03-16,20,Monday,0,11
2020-03-17,9,Tuesday,1,11
2020-03-17,10,Tuesday,0,11
2020-03-17,11,Tuesday,3,11
2020-03-17,12,Tuesday,1,11
2020-03-17,13,Tuesday,1,11
2020-03-17,14,Tuesday,0,11
2020-03-17,15,Tuesday,1,11
2020-03-17,16,Tuesday,1,11
2020-03-17,17,Tuesday,0,11
2020-03-17,18,Tuesday,1,11
2020-03-17,19,Tuesday,0,11
2020-03-17,20,Tuesday,1,11
2020-03-18,9,Wednesday,1,12
2020-03-18,10,Wednesday,1,12
2020-03-18,11,Wednesday,2,12
2020-03-18,12,Wednesday,3,12
2020-03-18,13,Wednesday,0,12
2020-03-18,14,Wednesday,1,12
2020-03-18,15,Wednesday,0,12
2020-03-18,16,Wednesday,1,12
2020-03-18,17,Wednesday,1,12
2020-03-18,18,Wednesday,0,12
2020-03-18,19,Wednesday,0,12
2020-03-18,20,Wednesday,0,12
2020-03-19,9,Thursday,1,12
2020-03-19,10,Thursday,1,12
2020-03-19,11,Thursday,2,12
2020-03-19,12,Thursday,1,12
2020-03-19,13,Thursday,1,12
2020-03-19,14,Thursday,1,12
2020-03-19,15,Thursday,1,12
2020-03-19,16,Thursday,0,12
2020-03-19,17,Thursday,0,12
2020-03-19,18,Thursday,3,12
2020-03-19,19,Thursday,3,12
2020-03-19,20,Thursday,1,12
2020-03-20,9,Friday,0,12
2020-03-20,10,Friday,0,12
2020-03-20,11,Friday,0,12
2020-03-20,12,Friday,0,12
2020-03-20,13,Friday,1,12
2020-03-20,14,Friday,1,12
2020-03-20,15,Friday,0,12
2020-03-20,16,Friday,3,12
2020-03-20,17,Friday,2,12
2020-03-20,18,Friday,0,12
2020-03-20,19,Friday,1,12
2020-03-20,20,Friday,0,12
2020-03-21,9,Saturday,0,12
2020-03-21,10,Saturday,1,12
2020-03-21,11,Saturday,1,12
2020-03-21,12,Saturday,1,12
2020-03-21,13,Saturday,1,12
2020-03-21,14,Saturday,3,12
2020-03-21,15,Saturday,0,12
2020-03-21,16,Saturday,3,12
2020-03-21,17,Saturday,0,12
2020-03-21,18,Saturday,0,12
2020-03-21,19,Saturday,0,12
2020-03-21,20,Saturday,0,12
2020-03-22,9,Sunday,1,12
2020-03-22,10,Sunday,0,12
2020-03-22,11,Sunday,1,12
2020-03-22,12,Sunday,2,12
2020-03-22,13,Sunday,3,12
2020-03-22,14,Sunday,0,12
2020-03-22,15,Sunday,1,12
2020-03-22,16,Sunday,3,12
2020-03-22,17,Sunday,0,12
2020-03-22,18,Sunday,0,12
2020-03-22,19,Sunday,0,12
2020-03-22,20,Sunday,0,12
2020-03-23,9,Monday,1,12
2020-03-23,10,Monday,1,12
2020-03-23,11,Monday,1,12
2020-03-23,12,Monday,1,12
2020-03-23,13,Monday,0,12
2020-03-23,14,Monday,1,12
2020-03-23,15,Monday,1,12
2020-03-23,16,Monday,1,12
2020-03-23,17,Monday,1,12
2020-03-23,18,Monday,1,12
2020-03-23,19,Monday,0,12
2020-03-23,20,Monday,0,12
2020-03-24,9,Tuesday,0,12
2020-03-24,10,Tuesday,1,12
2020-03-24,11,Tuesday,2,12
2020-03-24,12,Tuesday,1,12
2020-03-24,13,Tuesday,0,12
2020-03-24,14,Tuesday,1,12
2020-03-24,15,Tuesday,2,12
2020-03-24,16,Tuesday,1,12
2020-03-24,17,Tuesday,2,12
2020-03-24,18,Tuesday,0,12
2020-03-24,19,Tuesday,0,12
2020-03-24,20,Tuesday,1,12
2020-03-25,9,Wednesday,0,13
2020-03-25,10,Wednesday,1,13
2020-03-25,11,Wednesday,3,13
2020-03-25,12,Wednesday,3,13
2020-03-25,13,Wednesday,3,13
2020-03-25,14,Wednesday,1,13
2020-03-25,15,Wednesday,1,13
2020-03-25,16,Wednesday,1,13
2020-03-25,17,Wednesday,1,13
2020-03-25,18,Wednesday,1,13
2020-03-25,19,Wednesday,0,13
2020-03-25,20,Wednesday,0,13
2020-03-26,9,Thursday,0,13
2020-03-26,10,Thursday,2,13
2020-03-26,11,Thursday,1,13
2020-03-26,12,Thursday,1,13
2020-03-26,13,Thursday,0,13
2020-03-26,14,Thursday,0,13
2020-03-26,15,Thursday,2,13
2020-03-26,16,Thursday,3,13
2020-03-26,17,Thursday,1,13
2020-03-26,18,Thursday,1,13
2020-03-26,19,Thursday,0,13
2020-03-26,20,Thursday,0,13
2020-03-27,9,Friday,0,13
2020-03-27,10,Friday,3,13
2020-03-27,11,Friday,0,13
2020-03-27,12,Friday,2,13
2020-03-27,13,Friday,1,13
2020-03-27,14,Friday,0,13
2020-03-27,15,Friday,1,13
2020-03-27,16,Friday,1,13
2020-03-27,17,Friday,1,13
2020-03-27,18,Friday,1,13
2020-03-27,19,Friday,1,13
2020-03-27,20,Friday,0,13
2020-03-28,9,Saturday,0,13
2020-03-28,10,Saturday,0,13
2020-03-28,11,Saturday,1,13
2020-03-28,12,Saturday,1,13
2020-03-28,13,Saturday,1,13
2020-03-28,14,Saturday,1,13
2020-03-28,15,Saturday,3,13
2020-03-28,16,Saturday,0,13
2020-03-28,17,Saturday,1,13
2020-03-28,18,Saturday,0,13
2020-03-28,19,Saturday,1,13
2020-03-28,20,Saturday,1,13
2020-03-29,9,Sunday,0,13
2020-03-29,10,Sunday,0,13
2020-03-29,11,Sunday,3,13
2020-03-29,12,Sunday,0,13
2020-03-29,13,Sunday,0,13
2020-03-29,14,Sunday,3,13
2020-03-29,15,Sunday,0,13
2020-03-29,16,Sunday,1,13
2020-03-29,17,Sunday,0,13
2020-03-29,18,Sunday,1,13
2020-03-29,19,Sunday,0,13
2020-03-29,20,Sunday,1,13
2020-03-30,9,Monday,1,13
2020-03-30,10,Monday,2,13
2020-03-30,11,Monday,1,13
2020-03-30,12,Monday,1,13
2020-03-30,13,Monday,1,13
2020-03-30,14,Monday,0,13
2020-03-30,15,Monday,0,13
2020-03-30,16,Monday,0,13
2020-03-30,17,Monday,1,13
2020-03-30,18,Monday,0,13
2020-03-30,19,Monday,0,13
2020-03-30,20,Monday,0,13
2020-03-31,9,Tuesday,0,13
2020-03-31,10,Tuesday,1,13
2020-03-31,11,Tuesday,3,13
2020-03-31,12,Tuesday,1,13
2020-03-31,13,Tuesday,3,13
2020-03-31,14,Tuesday,1,13
2020-03-31,15,Tuesday,1,13
2020-03-31,16,Tuesday,1,13
2020-03-31,17,Tuesday,0,13
2020-03-31,18,Tuesday,3,13
2020-03-31,19,Tuesday,0,13
2020-03-31,20,Tuesday,1,13
